00014F25 00014F90 _smm_16@8
000E7C10 000E7CDA _HiQDecodeDctCoeffFirst_16@0
000E7CDF 000E7D49 _BFinishIntraMacroBlock_16@0
000E7D4E 000E7DB8 _FinishIntraMacroBlock_16@0
000E7DBD 000E7E27 _HiQBFinishIntraMacroBlock_16@0
000E7E2C 000E7E96 _HiQFinishIntraMacroBlock_16@0
000E7E9B 000E7F04 _DecodeDC_Y@0
000E7F09 000E7F72 _DecodeDC_Cb@0
000E7F77 000E7FE0 _DecodeDC_Cr@0
000E7FE5 000E8054 _IQuantize_N@8
000E8059 000E81C8 _DecodeDctCoeffNext_Intra@4
000E81CD 000E82FF _DecodeDctCoeffNext_Inter@4
000E8304 000E8384 _DecodeDctCoeffFirst@0
000E8389 000E83EA _BFinishIntraMacroBlock@0
000E83EF 000E8450 _FinishIntraMacroBlock@0
000E8455 000E8492 _bi_copymb_W@0
000E8497 000E852A _bi_getmb_h_W@0
000E852F 000E8776 _bi_getmb_v_W@0
000E877B 000E89C6 _bi_getmb_hv_W@0
000E89CB 000E8A72 _bi_c_getmb_v_W@0
000E8A77 000E8C58 _avgmb_W@0
000E8C5D 000E8F37 _bi_get_avgmb_h_W@0
000E8F3C 000E926F _bi_get_avgmb_v_W@0
000E9274 000E95AD _bi_get_avgmb_hv_W@0
000E95B2 000E97FC _c_avgmb_W@0
000E9801 000E9827 ?ULongAdd@@YGJKKPAK@Z
000E982C 000E9834 ?GetIDsOfNames@CQT@@EAGJABU_GUID@@PAPAGIKPAJ@Z
000E9839 000E9841 ?Invoke@CWAVEParse@@EAGJJABU_GUID@@KGPAUtagDISPPARAMS@@PAUtagVARIANT@@PAUtagEXCEPINFO@@PAI@Z
000E9846 000E9860 ?Load@CAviMSRFilter@@UAGJPAUIMediaPropertyBag@@PAUIErrorLog@@@Z
000E9865 000E98F0 ?QueueIndexRead@CAviMSRWorker@@AAEJPAUIxReadReq@@@Z
000E98F5 000E99A7 ?HandlePaletteChange@CAviMSRWorker@@AAEJPAEK@Z
000E99AC 000E99C4 ?HandleNewIndex@CAviMSRWorker@@AAEJPAEK@Z
000E99C9 000E99D1 ?fnHR3@@YGJPAX00@Z
000E99D6 000E9AC6 ?GetAvailable@CAviMSROutPin@@UAEJPA_J0@Z
000E9ACB 000E9AE1 ?ConvertRTToInternal@CAviMSROutPin@@UAE_J_J@Z
000E9AE6 000E9BCC ?Read@CAviMSROutPin@@UAGJPBGPAUtagVARIANT@@PAUIErrorLog@@@Z
000E9BD1 000E9BF8 ?DelPropPair@@YGXPAUPropPair@CMediaPropertyBag@@@Z
000E9BFD 000E9C30 ?NonDelegatingQueryInterface@CMediaPropertyBag@@UAGJABU_GUID@@PAPAX@Z
000E9C35 000E9C42 ?QueryInterface@CAviMSROutPin@@WBDM@AGJABU_GUID@@PAPAX@Z
000E9C47 000E9C54 ?AddRef@CAviMSROutPin@@WBDM@AGKXZ
000E9C59 000E9C66 ?Release@CAviMSROutPin@@WBDM@AGKXZ
000E9C6B 000E9C78 ?GetClassID@CAviMSRFilter@@WKA@AGJPAU_GUID@@@Z
000E9C7D 000E9CFC ?CacheInfoChunk@CAviMSRFilter@@AAEJXZ
000E9D01 000E9D4E ?HandleData@CAviMSRWorker@@UAEJPAUIMediaSample@@K@Z
000E9D53 000E9D8B ??0CMediaPropertyBag@@QAE@PAUIUnknown@@@Z
000E9D90 000E9D98 ??_ECMediaPropertyBag@@W3AEPAXI@Z
000E9D9D 000E9DDF ??1CMediaPropertyBag@@UAE@XZ
000E9DE4 000E9EA2 ?EnumProperty@CMediaPropertyBag@@UAGJKPAUtagVARIANT@@0@Z
000E9EA7 000E9F32 ?Read@CMediaPropertyBag@@AAEJPBGPAUtagVARIANT@@PAUIErrorLog@@PAPAU__POSITION@@@Z
000E9F37 000E9F65 ?Read@CMediaPropertyBag@@UAGJPBGPAUtagVARIANT@@PAUIErrorLog@@@Z
000E9F6A 000EA094 ?Write@CMediaPropertyBag@@UAGJPBGPAUtagVARIANT@@@Z
000EA099 000EA0C5 ?CreateInstance@CMediaPropertyBag@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000EA0CA 000EA0EB ??_ECMediaPropertyBag@@UAEPAXI@Z
000EA0F0 000EA152 ?ReadInfoChunk@@YGJPAU_rifflist@@IPAPAU_riffchunk@@@Z
000EA157 000EA236 ?SaveInfoChunk@@YGJPAU_rifflist@@PAUIPropertyBag@@@Z
000EA23B 000EA2B2 ?GetInfoStringHelper@@YGJPAU_rifflist@@KPAPAG@Z
000EA2B7 000EA41B ?Save@CAviMSRFilter@@UAGJPAUIMediaPropertyBag@@HH@Z
000EA420 000EA46B ?GetInfoString@CAviMSRFilter@@AAEJKPAPAG@Z
000EA470 000EA48F ?get_Copyright@CAviMSRFilter@@EAGJPAPAG@Z
000EA494 000EA4B3 ?get_AuthorName@CAviMSRFilter@@EAGJPAPAG@Z
000EA4B8 000EA4D7 ?get_Title@CAviMSRFilter@@EAGJPAPAG@Z
000EA4DC 000EA504 ?ULongLongToULong@@YGJ_KPAK@Z
000EA509 000EA52B ??_GIAviIndex@@UAEPAXI@Z
000EA530 000EA567 ?GetLargestSampleSize@CImplStdAviIndex@@UAEJPAK@Z
000EA56C 000EA5D4 ?ValidateSuperIndex@CImplStdAviIndex@@AAEJPAU_avisuperindex@@@Z
000EA5D9 000EA61B ?AllocateStdIndex@CImplStdAviIndex@@AAEJXZ
000EA620 000EA6AE ?LoadStdIndex@CImplStdAviIndex@@AAEJKPAUIxReadReq@@@Z
000EA6B3 000EA6E9 ?AdvancePointerBackwardPaletteChange@CImplOldAviIndex@@UAEJXZ
000EA6EE 000EA6F4 ?AdvancePointerForwardPaletteChange@CImplOldAviIndex@@UAEJXZ
000EA6F9 000EA743 ?IncomingIndex@CImplStdAviIndex@@UAEJPAEK@Z
000EA748 000EA794 ??0CImplStdAviIndex@@QAE@IPAU_avimetaindex@@PAU_avistreamheader@@PAU_riffchunk@@PAUIAsyncReader@@PAJ@Z
000EA799 000EA8C4 ?MapByteToSampleApprox@CImplStdAviIndex@@UAEJPA_JAB_J1@Z
000EA8C9 000EA930 ?AdvancePointerBackward@CImplStdAviIndex@@UAEJXZ
000EA935 000EA97D ?AdvancePointerEnd@CImplStdAviIndex@@UAEJXZ
000EA982 000EA9C6 ??1CQT@@EAE@XZ
000EA9CB 000EAA08 ?NonDelegatingQueryInterface@CQT@@EAGJABU_GUID@@PAPAX@Z
000EAA0D 000EAA37 ?SwapDWORD@@YGKK@Z
000EAA3C 000EAA68 ?SwapDWORDs@@YGXPAKJ@Z
000EAA6D 000EAAC3 ?QTDescend@@YGHAAPAEAAK0PAEK@Z
000EAAC8 000EAADC ?s2SampleSize@@YGKPAE@Z
000EAAE1 000EABB2 ??0CQTStream@@QAE@PAGPAJPAVCQT@@PBGH@Z
000EABB7 000EABF0 ??1CQTStream@@UAE@XZ
000EABF5 000EAC44 ?GetMediaType@CQTStream@@EAEJHPAVCMediaType@@@Z
000EAC49 000EAC67 ?UseDownstreamAllocator@CQTStream@@UAEHXZ
000EAC6C 000EACE9 ?DecideBufferSize@CQTStream@@UAEJPAUIMemAllocator@@PAU_AllocatorProperties@@@Z
000EACEE 000EACF5 ?GetMaxSampleSize@CQTStream@@UAEKXZ
000EACFA 000EAD23 ??0CQTMSRWorker@@QAE@IPAVIMultiStreamReader@@PAVCQTStream@@@Z
000EAD28 000EAD6A ?UpdateSampStopAt@CQTMSRWorker@@QAEXPAUImsValues@@@Z
000EAD6F 000EADCC ?MapSampleToTime@CQTStream@@AAEJJ@Z
000EADD1 000EAE4C ?MapTimeToSample@CQTStream@@AAEHJPAJ@Z
000EAE51 000EAEB8 ?GetEndOfChunk@CQTStream@@AAEJJJJ@Z
000EAEBD 000EB03A ?MapByteOffsetToSample@CQTStream@@AAEHJPAJ@Z
000EB03F 000EB0A8 ?MapSampleToChunk@CQTStream@@AAEJJPAJ0PAPAUSampleToChunk@@@Z
000EB0AD 000EB10E ?ima4adpcmSampleDecode@@YGFFFF@Z
000EB113 000EB147 ?ima4adpcmNextStepIndex@@YGFFF@Z
000EB171 000EB218 ?ima4adpcmDecode4Bit_16Bit@CQTMSRWorker@@QAEJPAE0H@Z
000EB2CF 000EB2F6 ?RefTimeToSample@CQTStream@@AAEJVCRefTime@@@Z
000EB2FB 000EB331 ?SampleToRefTime@CQTStream@@AAE?AVCRefTime@@J@Z
000EB336 000EB33E ?GetStreamLength@CQTStream@@EAE_JXZ
000EB343 000EB399 ?GetDuration@CQTStream@@EAEJPA_J@Z
000EB39E 000EB462 ?GetAvailable@CQTStream@@EAEJPA_J0@Z
000EB467 000EB4E4 ?IsFormatSupported@CQTStream@@EAEJQBU_GUID@@@Z
000EB4E9 000EB511 ?ConvertInternalToRT@CQTStream@@EAE_J_J@Z
000EB516 000EB549 ?ConvertRTToInternal@CQTStream@@EAE_J_J@Z
000EB54E 000EB652 ?RecordStartAndStop@CQTStream@@EAEJPA_J0PANQBU_GUID@@@Z
000EB657 000EB6A3 ?CheckMediaType@CQT@@EAEJPBVCMediaType@@@Z
000EB6A8 000EB6D1 ?GetCacheParams@CQT@@EAEJPAUStreamBufParam@@PAK1PAH@Z
000EB6D6 000EB7F6 ?FindAllocAndCopyUdta@CQT@@AAEJPAPAGK@Z
000EB7FB 000EB81A ?get_Copyright@CQT@@EAGJPAPAG@Z
000EB81F 000EB83E ?get_AuthorName@CQT@@EAGJPAPAG@Z
000EB843 000EB862 ?get_Title@CQT@@EAGJPAPAG@Z
000EB867 000EB886 ?get_Description@CQT@@EAGJPAPAG@Z
000EB88B 000EB8AC ??_ECQT@@EAEPAXI@Z
000EB8B1 000EB8D2 ??_ECQTStream@@UAEPAXI@Z
000EB8D7 000EB923 ?OnActive@CQTStream@@UAEJXZ
000EB928 000EB9E1 ?PushLoopInit@CQTMSRWorker@@UAEJPA_JPAUImsValues@@@Z
000EB9E6 000EBD38 ?BuildMediaType@CQTStream@@AAGJJPAVCMediaType@@@Z
000EBD3D 000EBF92 ?CopyData@CQTMSRWorker@@UAEJPAPAUIMediaSample@@PAU2@@Z
000EBF97 000EC028 ??0CQT@@AAE@PAGPAUIUnknown@@PAJ@Z
000EC02D 000EC065 ?CreateInstance@CQT@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000EC06A 000EC8D9 ?CreateOutputPins@CQT@@EAEJXZ
000EC8DE 000ECEE9 ?TryQueueSample@CQTMSRWorker@@UAEJAA_JAAHPAUImsValues@@@Z
000ECEEE 000ECF54 ??0CQTDec@@QAE@PAGPAUIUnknown@@PAJ@Z
000ECF59 000ECFF9 ??1CQTDec@@UAE@XZ
000ECFFE 000ED02C ?CreateInstance@CQTDec@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000ED031 000ED0C0 ?DecideBufferSize@CQTDec@@UAEJPAUIMemAllocator@@PAU_AllocatorProperties@@@Z
000ED0C5 000ED10A ?StopStreaming@CQTDec@@UAEJXZ
000ED10F 000ED130 ??_GCQTDec@@UAEPAXI@Z
000ED135 000ED386 ?Transform@CQTDec@@UAEJPAUIMediaSample@@0@Z
000ED399 000ED571 ?CheckInputType@CQTDec@@UAEJPBVCMediaType@@@Z
000ED576 000ED6DF ?CheckTransform@CQTDec@@UAEJPBVCMediaType@@0@Z
000ED6E4 000ED746 ?SetMediaType@CQTDec@@UAEJW4_PinDirection@@PBVCMediaType@@@Z
000ED74B 000EDCCA ?GetMediaType@CQTDec@@UAEJHPAVCMediaType@@@Z
000EDFD5 000EE295 ?InitDecParams@CQTDec@@AAEJPBVCMediaType@@@Z
000EE29A 000EE3A6 ?StartStreaming@CQTDec@@UAEJXZ
000EE3AB 000EE3ED ??1CWAVEParse@@EAE@XZ
000EE3F2 000EE41E ?SwapDWORD@@YGXPAK@Z
000EE423 000EE4E8 ?ExtendedToLong@@YGJPAE@Z
000EE4ED 000EE541 ?GetCacheParams@CWAVEParse@@EAEJPAUStreamBufParam@@PAK1PAH@Z
000EE546 000EE56D ?NotifyInputDisconnected@CWAVEParse@@EAEJXZ
000EE572 000EE65F ?CacheInfoChunk@CWAVEParse@@AAEJXZ
000EE664 000EE6D8 ??0CWAVEStream@@QAE@PAGPAJPAVCWAVEParse@@PBGH@Z
000EE6DD 000EE716 ??1CWAVEStream@@UAE@XZ
000EE71B 000EE79A ?GetMediaType@CWAVEStream@@EAEJHPAVCMediaType@@@Z
000EE79F 000EE7B5 ?UseDownstreamAllocator@CWAVEStream@@UAEHXZ
000EE7BA 000EE803 ?DecideBufferSize@CWAVEStream@@UAEJPAUIMemAllocator@@PAU_AllocatorProperties@@@Z
000EE808 000EE834 ?GetMaxSampleSize@CWAVEStream@@UAEKXZ
000EE839 000EE87D ?IsFormatSupported@CWAVEStream@@UAEJQBU_GUID@@@Z
000EE882 000EE8AB ??0CWAVEMSRWorker@@QAE@IPAVIMultiStreamReader@@PAVCWAVEStream@@@Z
000EE8B0 000EE8D5 ?PushLoopInit@CWAVEMSRWorker@@UAEJPA_JPAUImsValues@@@Z
000EE8DA 000EE926 ?AboutToDeliver@CWAVEMSRWorker@@UAEJPAUIMediaSample@@@Z
000EE92B 000EE972 ?RefTimeToSample@CWAVEStream@@AAEJVCRefTime@@@Z
000EE977 000EE9BC ?SampleToRefTime@CWAVEStream@@AAE?AVCRefTime@@J@Z
000EE9C1 000EE9C6 ?GetStreamStart@CQTStream@@EAE_JXZ
000EE9CB 000EE9E5 ?GetStreamLength@CWAVEStream@@EAE_JXZ
000EE9EA 000EEA47 ?CheckMediaType@CWAVEParse@@EAEJPBVCMediaType@@@Z
000EEA4C 000EEB69 ?CopyData@CWAVEMSRWorker@@UAEJPAPAUIMediaSample@@PAU2@@Z
000EEB6E 000EEBBA ?GetInfoString@CWAVEParse@@AAGJKPAPAG@Z
000EEBBF 000EEBDE ?get_Copyright@CWAVEParse@@EAGJPAPAG@Z
000EEBE3 000EEC02 ?get_AuthorName@CWAVEParse@@EAGJPAPAG@Z
000EEC07 000EEC26 ?get_Title@CWAVEParse@@EAGJPAPAG@Z
000EEC2B 000EEC4C ??_ECWAVEParse@@EAEPAXI@Z
000EEC51 000EF39C ?CreateOutputPins@CWAVEParse@@EAEJXZ
000EF3A1 000EF3E5 ?Save@CWAVEParse@@EAGJPAUIMediaPropertyBag@@HH@Z
000EF3EA 000EF40B ??_ECWAVEStream@@UAEPAXI@Z
000EF410 000EF45C ?OnActive@CWAVEStream@@UAEJXZ
000EF461 000EF4C7 ?GetDuration@CWAVEStream@@UAEJPA_J@Z
000EF4CC 000EF578 ?GetAvailable@CWAVEStream@@UAEJPA_J0@Z
000EF57D 000EF66E ?RecordStartAndStop@CWAVEStream@@UAEJPA_J0PANQBU_GUID@@@Z
000EF673 000EF68F ?ConvertInternalToRT@CWAVEStream@@UAE_J_J@Z
000EF694 000EF6B2 ?ConvertRTToInternal@CWAVEStream@@UAE_J_J@Z
000EF6B7 000EF6D8 ??_ECQTMSRWorker@@UAEPAXI@Z
000EF6DD 000EF8DC ?TryQueueSample@CWAVEMSRWorker@@UAEJAA_JAAHPAUImsValues@@@Z
000EF8E1 000EF965 ??0CWAVEParse@@AAE@PAGPAUIUnknown@@PAJ@Z
000EF96A 000EF9A2 ?CreateInstance@CWAVEParse@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000EF9A7 000EFA29 ?NonDelegatingQueryInterface@CACMWrapper@@UAGJABU_GUID@@PAPAX@Z
000EFA2E 000EFAFD ??1CACMWrapper@@UAE@XZ
000EFB02 000EFC8B ?CallacmStreamOpen@CACMWrapper@@AAEIPAPAUHACMSTREAM__@@PAUHACMDRIVER__@@PAUtWAVEFORMATEX@@2PAUwavefilter_tag@@KKK@Z
000EFC90 000EFCBE ?ACMCodecMapperClose@CACMWrapper@@AAEXXZ
000EFCC3 000EFD7C ?ACMCodecMapperOpen@CACMWrapper@@AAEKG@Z
000EFD81 000EFDDF ?ACMCodecMapperQuery@CACMWrapper@@AAEGXZ
000EFDE4 000EFE83 ?FormatEnumCallback@@YGHPAUHACMDRIVERID__@@PAUtACMFORMATDETAILSW@@KK@Z
000EFE88 000EFF6F ?MakePCMMT@CACMWrapper@@QAEJH@Z
000EFF74 000F0298 ?InitMediaTypes@CACMWrapper@@QAEJXZ
000F029D 000F02EC ?GetMediaType@CACMWrapper@@UAEJHPAVCMediaType@@@Z
000F02F1 000F03C0 ?CheckTransform@CACMWrapper@@UAEJPBVCMediaType@@0@Z
000F03C5 000F04C0 ?DecideBufferSize@CACMWrapper@@UAEJPAUIMemAllocator@@PAU_AllocatorProperties@@@Z
000F04C5 000F0595 ?StartStreaming@CACMWrapper@@UAEJXZ
000F059A 000F05FC ?EndFlush@CACMWrapper@@UAEJXZ
000F0601 000F067D ?StopStreaming@CACMWrapper@@UAEJXZ
000F0682 000F0688 ?get_AvgFrameRate@CVPMFilter@@UAGJPAH@Z
000F068D 000F07CC ?ProcessSample@CACMWrapper@@QAEJPAEJPAUIMediaSample@@PAJ2H@Z
000F07D1 000F0950 ?SendExtraStuff@CACMWrapper@@QAEJXZ
000F0955 000F0967 ?EndOfStream@CACMWrapper@@UAEJXZ
000F096C 000F0A22 ?SetMediaType@CACMWrapper@@UAEJW4_PinDirection@@PBVCMediaType@@@Z
000F0A27 000F0A67 ?BreakConnect@CACMWrapper@@UAEJW4_PinDirection@@@Z
000F0A6C 000F0AAB ??1CACMOutputPin@@UAE@XZ
000F0AB0 000F0C13 ?CheckMediaType@CACMOutputPin@@UAEJPBVCMediaType@@@Z
000F0C18 000F0C48 ?BreakConnect@CACMOutputPin@@UAEJXZ
000F0C4D 000F0C87 ?GetMediaType@CACMOutputPin@@UAEJHPAVCMediaType@@@Z
000F0C8C 000F0E01 ?SetFormat@CACMOutputPin@@UAGJPAU_AMMediaType@@@Z
000F0E06 000F0E80 ?GetFormat@CACMOutputPin@@UAGJPAPAU_AMMediaType@@@Z
000F0E85 000F0EC7 ?GetNumberOfCapabilities@CACMOutputPin@@UAGJPAH0@Z
000F0ECC 000F0F75 ?GetStreamCaps@CACMOutputPin@@UAGJHPAPAU_AMMediaType@@PAE@Z
000F0F7A 000F0FE2 ?Load@CACMWrapper@@UAGJPAUIPropertyBag@@PAUIErrorLog@@@Z
000F0FE7 000F1010 ?WriteToStream@CACMWrapper@@UAEJPAUIStream@@@Z
000F1015 000F1086 ?ReadFromStream@CACMWrapper@@UAEJPAUIStream@@@Z
000F108B 000F10A7 ?InitNew@CACMWrapper@@UAGJXZ
000F10AC 000F10DB ?SetTimeFormat@CACMPosPassThru@@UAGJPBU_GUID@@@Z
000F10E0 000F110B ?IsFormatSupported@CACMPosPassThru@@UAGJPBU_GUID@@@Z
000F1110 000F112F ?QueryPreferredFormat@CACMPosPassThru@@UAGJPAU_GUID@@@Z
000F1134 000F118C ?ConvertTimeFormat@CACMPosPassThru@@UAGJPA_JPBU_GUID@@_J1@Z
000F1191 000F119E ?QueryInterface@CMpegAudioCodec@@WJA@AGJABU_GUID@@PAPAX@Z
000F11A3 000F11B0 ?AddRef@CMpegVideoCodec@@WJA@AGKXZ
000F11B5 000F11C2 ?Release@CMpegAudioCodec@@WJA@AGKXZ
000F11C7 000F11D4 ?GetClassID@CACMWrapper@@WJA@AGJPAU_GUID@@@Z
000F11D9 000F11FA ??_GCACMWrapper@@UAEPAXI@Z
000F11FF 000F13F4 ?CheckInputType@CACMWrapper@@UAEJPBVCMediaType@@@Z
000F13F9 000F1809 ?Receive@CACMWrapper@@UAEJPAUIMediaSample@@@Z
000F180E 000F1863 ??0CACMOutputPin@@QAE@PAGPAVCACMWrapper@@PAJPBG@Z
000F1868 000F1889 ??_GCACMOutputPin@@UAEPAXI@Z
000F188E 000F1962 ??0CACMWrapper@@QAE@PAGPAUIUnknown@@PAJ@Z
000F1967 000F1A34 ?GetPin@CACMWrapper@@UAEPAVCBasePin@@H@Z
000F1A39 000F1A6D ??0CACMPosPassThru@@QAE@PBGPAUIUnknown@@PAJPAUIPin@@@Z
000F1A72 000F1AA0 ?CreateInstance@CACMWrapper@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000F1AA5 000F1BAF ?NonDelegatingQueryInterface@CACMOutputPin@@UAGJABU_GUID@@PAPAX@Z
000F1BB4 000F1C18 ??1CMIDIParse@@EAE@XZ
000F1C1D 000F1C29 ?StartFrom@CMIDIParse@@EAEJJ@Z
000F1C2E 000F1C6B ?NonDelegatingQueryInterface@CMIDIParse@@EAGJABU_GUID@@PAPAX@Z
000F1C70 000F1E31 ?ParseNewFile@CMIDIParse@@EAEJXZ
000F1E36 000F1E66 ?GetMaxSampleSize@CMIDIParse@@EAEKXZ
000F1E6B 000F1EA1 ?RefTimeToSample@CMIDIParse@@EAEJVCRefTime@@@Z
000F1EA6 000F1ED9 ?SampleToRefTime@CMIDIParse@@EAE?AVCRefTime@@J@Z
000F1EDE 000F1F1D ?CheckMediaType@CMIDIParse@@EAEJPBVCMediaType@@@Z
000F1F22 000F2077 ?FillBuffer@CMIDIParse@@EAEJPAUIMediaSample@@KPAK@Z
000F207C 000F20EB ?get_Copyright@CMIDIParse@@EAGJPAPAG@Z
000F20F0 000F20FD ?QueryInterface@CSAMIRead@@GCEM@AGJABU_GUID@@PAPAX@Z
000F2102 000F210F ?AddRef@CMIDIParse@@GCEM@AGKXZ
000F2114 000F2121 ?Release@CMIDIParse@@GCEM@AGKXZ
000F2126 000F2147 ??_ECMIDIParse@@EAEPAXI@Z
000F214C 000F21C8 ??0CMIDIParse@@AAE@PAGPAUIUnknown@@PAJ@Z
000F21CD 000F2205 ?CreateInstance@CMIDIParse@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000F220A 000F222F _MulDivRN@12
000F2234 000F2276 _smfCloseFile@4
000F227B 000F22C2 _smfGetFileInfo@8
000F22C7 000F2336 _smfTicksToMillisecs@8
000F233B 000F23AB _smfMillisecsToTicks@8
000F2566 000F256C _smfGetStateMaxSize@0
000F2571 000F2683 _smfOpenFile@12
000F2688 000F282C _smfReadEvents@20
000F2831 000F2936 _smfSeek@12
000F293B 000F2A03 _smfDannySeek@12
000F2B13 000F2B4E _smfGetVDword@12
000F2B53 000F2D63 _smfGetNextEvent@12
000F2D68 000F30F7 _smfBuildFileIndex@4
000F30FC 000F3120 ?GetPin@CFileRendFilter@@UAEPAVCBasePin@@H@Z
000F3125 000F316E ??0CFileRendInPin@@QAE@PAVCFileRendFilter@@PAVCCritSec@@PAJPBG@Z
000F3173 000F3198 ?CheckMediaType@CFileRendInPin@@UAEJPBVCMediaType@@@Z
000F319D 000F31C0 ??1CFileRendStream@@UAE@XZ
000F31C5 000F3202 ?NonDelegatingQueryInterface@CFileRendStream@@UAGJABU_GUID@@PAPAX@Z
000F3207 000F320F ?GetMediaType@CFileRendStream@@UAEJHPAVCMediaType@@@Z
000F3214 000F3235 ?Render@CFileRendStream@@UAGJPAUIPin@@PAUIGraphBuilder@@@Z
000F323A 000F3270 ??1CMultFilter@@UAE@XZ
000F3275 000F32C5 ?RemoveOutputPins@CMultFilter@@QAEJXZ
000F32CA 000F32CF ?GetPinCount@CMultFilter@@UAEHXZ
000F32D4 000F32FB ?GetPin@CMultFilter@@UAEPAVCBasePin@@H@Z
000F3300 000F3341 ??0CFRInPin@@QAE@PAVCMultFilter@@PAVCCritSec@@PAJPBG@Z
000F3346 000F3367 ??_GCFRInPin@@UAEPAXI@Z
000F336C 000F33AB ?CheckMediaType@CFRInPin@@UAEJPBVCMediaType@@@Z
000F33B0 000F33F0 ?BreakConnect@CFRInPin@@UAEJXZ
000F33F5 000F3475 ??0CMultStream@@QAE@PAGPAJPAVCMultFilter@@PAVCCritSec@@PBG@Z
000F347A 000F3493 ??1CMultStream@@UAE@XZ
000F3498 000F34BC ?GetMediaType@CMultStream@@UAEJHPAVCMediaType@@@Z
000F34C1 000F34E4 ?CheckMediaType@CMultStream@@UAEJPBVCMediaType@@@Z
000F34E9 000F34F6 ?QueryInterface@CFileRendStream@@WJE@AGJABU_GUID@@PAPAX@Z
000F34FB 000F3508 ?AddRef@CFileRendStream@@WJE@AGKXZ
000F350D 000F351A ?Release@CFileRendStream@@WJE@AGKXZ
000F351F 000F3560 ??1CFileRendFilter@@UAE@XZ
000F3565 000F35AF ??0CFileRendStream@@QAE@PAGPAJPAVCFileRendFilter@@PAVCCritSec@@PBG@Z
000F35B4 000F35D5 ??_GCFileRendStream@@UAEPAXI@Z
000F35DA 000F363E ??0CMultFilter@@QAE@PAGPAUIUnknown@@PAJ@Z
000F3643 000F3664 ??_ECMultFilter@@UAEPAXI@Z
000F3669 000F3836 ?CreateOutputPins@CMultFilter@@QAEJXZ
000F383B 000F3871 ?CompleteConnect@CFRInPin@@UAEJPAUIPin@@@Z
000F3876 000F3897 ??_GCMultStream@@UAEPAXI@Z
000F389C 000F3908 ??0CFileRendFilter@@QAE@PAGPAUIUnknown@@PAJ@Z
000F390D 000F392E ??_ECFileRendFilter@@UAEPAXI@Z
000F3933 000F396B ?CreateInstance@CMultFilter@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000F3970 000F39A8 ?CreateInstance@CFileRendFilter@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000F39AD 000F39D0 ??1CTextThing@@UAE@XZ
000F39D5 000F3A1F ?NonDelegatingQueryInterface@CTextThing@@UAGJABU_GUID@@PAPAX@Z
000F3A24 000F3A5C ?CheckMediaType@CTextThing@@UAEJPBVCMediaType@@@Z
000F3A61 000F3A8A ?SetMediaType@CTextThing@@UAEJPBVCMediaType@@@Z
000F3A8F 000F3BBC ?DrawTextW@CTextThing@@QAEXPAUIMediaSample@@@Z
000F3BC1 000F3BD8 ?SetEventTarget@CTextThing@@UAEJPAXP6GJ0PAD@Z@Z
000F3BDD 000F3C32 ??0CTextThing@@QAE@PAUIUnknown@@PAJ@Z
000F3C37 000F3C58 ??_ECTextThing@@UAEPAXI@Z
000F3C5D 000F3C7F ?CreateInstance@CTextThing@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
000F3C84 000F3C97 ?DoRenderSample@CTextThing@@UAEJPAUIMediaSample@@@Z
000F3C9C 000F3CB1 ?OnReceiveFirstSample@CTextThing@@UAEXPAUIMediaSample@@@Z
000F3CB6 000F3CDA ?ResetStringTable@CRawParser@@QAEJPAUSTRING_ENTRY@@H@Z
000F3CDF 000F42FE ?Parse@CRawParser@@QAEJPADH@Z
000F4303 000F4361 ?AddString@CRawParser@@QAEJPADHH@Z
000F4366 000F43CC ?ParseSAMI@CSAMIInterpreter@@QAEJPADH@Z
000F43D1 000F43EC ?SpecialTagParsing@CSAMIInterpreter@@EAEHH@Z
000F43F1 000F44F5 ?FindValueInStyle@@YGHPAD0AAPADAAH@Z
000F44FA 000F4537 ?NonDelegatingQueryInterface@CSAMIRead@@EAGJABU_GUID@@PAPAX@Z
000F453C 000F4572 ?GetMaxSampleSize@CSAMIRead@@EAEKXZ
000F4577 000F45A0 ?RefTimeToSample@CSAMIRead@@EAEJVCRefTime@@@Z
000F45A5 000F45D7 ?SampleToRefTime@CSAMIRead@@EAE?AVCRefTime@@J@Z
000F45DC 000F461B ?CheckMediaType@CSAMIRead@@EAEJPBVCMediaType@@@Z
000F4620 000F4679 ?WSTRFromAnsi@@YGJPAPAGPADH@Z
000F467E 000F46AA ??0CRawParser@@QAE@PAVCTokenInterpreter@@PAUSTRING_ENTRY@@HH@Z
000F46AF 000F46F7 ??0CSAMIInterpreter@@QAE@XZ
000F46FC 000F4720 ??0CStreamInfo@CSAMIInterpreter@@QAE@XZ
000F4725 000F477C ?AddEntry@CSAMIInterpreter@@QAEJPAVCStreamInfo@1@AAVCToken@@@Z
