000017B4 000017C8 __EH_epilog3
003A678C 003A67B7 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCWindowClassEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A67B7 003A67E2 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumStringSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A67E2 003A680D ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCultureSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A680D 003A6838 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumCultureSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6838 003A6863 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCResourceTableMappingEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6863 003A688E ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumEntryPointSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A688E 003A68B9 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEntryPointEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A68B9 003A68E4 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumPermissionSetSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A68E4 003A690F ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCPermissionSetEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A690F 003A693A ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumAssemblyRequestSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A693A 003A6965 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCAssemblyRequestEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6965 003A6990 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumEventSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6990 003A69BB ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A69BB 003A69E6 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumEventMapSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A69E6 003A6A11 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventMapEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6A11 003A6A3C ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumEventTagSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6A3C 003A6A67 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventTagEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6A67 003A6A92 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumRegistryKeySection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6A92 003A6ABD ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCRegistryKeyEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6ABD 003A6AE8 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumDirectorySection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6AE8 003A6B13 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDirectoryEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6B13 003A6B3E ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumCounterSetSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6B3E 003A6B69 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCounterSetEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6B69 003A6B94 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEnumCounterSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6B94 003A6BBF ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCounterEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6BBF 003A6BEA ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCMuiResourceMapEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6BEA 003A6C15 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCAssemblyReferenceDependentAssemblyEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6C15 003A6C40 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDescriptionMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6C40 003A6C6B ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDeploymentMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6C6B 003A6C96 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDependentOSMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003A6C96 003A6CA6 ??1?$CSmartPtr@V?$CComObject@VCMetadataSectionEntry@@@Com@IsolationImplementation@@@Nt@BCL@@QAE@XZ
003A6CA6 003A6CCD ?Release@?$CComObject@VCMetadataSectionEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6CCD 003A6CE2 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCMetadataSectionEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCMetadataSectionEntry@@@Com@IsolationImplementation@@@Z
003A6CE2 003A6D09 ?Release@?$CComObject@VCHashElementEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6D09 003A6D1E ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCHashElementEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCHashElementEntry@@@Com@IsolationImplementation@@@Z
003A6D1E 003A6D45 ?Release@?$CComObject@VCFileEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6D45 003A6D5A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCFileEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCFileEntry@@@Com@IsolationImplementation@@@Z
003A6D5A 003A6D81 ?Release@?$CComObject@VCFileAssociationEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6D81 003A6D96 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCFileAssociationEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCFileAssociationEntry@@@Com@IsolationImplementation@@@Z
003A6D96 003A6DBD ?Release@?$CComObject@VCCategoryMembershipEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6DBD 003A6DD2 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCategoryMembershipEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCategoryMembershipEntry@@@Com@IsolationImplementation@@@Z
003A6DD2 003A6DF9 ?Release@?$CComObject@VCSubcategoryMembershipEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6DF9 003A6E0E ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCSubcategoryMembershipEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCSubcategoryMembershipEntry@@@Com@IsolationImplementation@@@Z
003A6E0E 003A6E35 ?Release@?$CComObject@VCCategoryMembershipDataEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6E35 003A6E4A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCategoryMembershipDataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCategoryMembershipDataEntry@@@Com@IsolationImplementation@@@Z
003A6E4A 003A6E71 ?Release@?$CComObject@VCCOMServerEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6E71 003A6E86 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCOMServerEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCOMServerEntry@@@Com@IsolationImplementation@@@Z
003A6E86 003A6EAD ?Release@?$CComObject@VCProgIdRedirectionEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6EAD 003A6EC2 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCProgIdRedirectionEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCProgIdRedirectionEntry@@@Com@IsolationImplementation@@@Z
003A6EC2 003A6EE9 ?Release@?$CComObject@VCCLRSurrogateEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6EE9 003A6EFE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCLRSurrogateEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCLRSurrogateEntry@@@Com@IsolationImplementation@@@Z
003A6EFE 003A6F25 ?Release@?$CComObject@VCAssemblyReferenceEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6F25 003A6F3A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCAssemblyReferenceEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCAssemblyReferenceEntry@@@Com@IsolationImplementation@@@Z
003A6F3A 003A6F61 ?Release@?$CComObject@VCWindowClassEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6F61 003A6F76 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCWindowClassEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCWindowClassEntry@@@Com@IsolationImplementation@@@Z
003A6F76 003A6F9D ?Release@?$CComObject@VCResourceTableMappingEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6F9D 003A6FB2 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCResourceTableMappingEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCResourceTableMappingEntry@@@Com@IsolationImplementation@@@Z
003A6FB2 003A6FD9 ?Release@?$CComObject@VCEntryPointEntry@@@Com@IsolationImplementation@@UAGKXZ
003A6FD9 003A6FEE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEntryPointEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCEntryPointEntry@@@Com@IsolationImplementation@@@Z
003A6FEE 003A7015 ?Release@?$CComObject@VCPermissionSetEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7015 003A702A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCPermissionSetEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCPermissionSetEntry@@@Com@IsolationImplementation@@@Z
003A702A 003A7051 ?Release@?$CComObject@VCAssemblyRequestEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7051 003A7066 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCAssemblyRequestEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCAssemblyRequestEntry@@@Com@IsolationImplementation@@@Z
003A7066 003A708D ?Release@?$CComObject@VCEventEntry@@@Com@IsolationImplementation@@UAGKXZ
003A708D 003A70A2 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCEventEntry@@@Com@IsolationImplementation@@@Z
003A70A2 003A70C9 ?Release@?$CComObject@VCEventMapEntry@@@Com@IsolationImplementation@@UAGKXZ
003A70C9 003A70DE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventMapEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCEventMapEntry@@@Com@IsolationImplementation@@@Z
003A70DE 003A7105 ?Release@?$CComObject@VCEventTagEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7105 003A711A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCEventTagEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCEventTagEntry@@@Com@IsolationImplementation@@@Z
003A711A 003A7141 ?Release@?$CComObject@VCRegistryKeyEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7141 003A7156 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCRegistryKeyEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCRegistryKeyEntry@@@Com@IsolationImplementation@@@Z
003A7156 003A717D ?Release@?$CComObject@VCDirectoryEntry@@@Com@IsolationImplementation@@UAGKXZ
003A717D 003A7192 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDirectoryEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCDirectoryEntry@@@Com@IsolationImplementation@@@Z
003A7192 003A71B9 ?Release@?$CComObject@VCCounterSetEntry@@@Com@IsolationImplementation@@UAGKXZ
003A71B9 003A71CE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCounterSetEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCounterSetEntry@@@Com@IsolationImplementation@@@Z
003A71CE 003A71F5 ?Release@?$CComObject@VCCounterEntry@@@Com@IsolationImplementation@@UAGKXZ
003A71F5 003A720A ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCCounterEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCCounterEntry@@@Com@IsolationImplementation@@@Z
003A720A 003A7231 ?Release@?$CComObject@VCMuiResourceMapEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7231 003A7246 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCMuiResourceMapEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCMuiResourceMapEntry@@@Com@IsolationImplementation@@@Z
003A7246 003A726D ?Release@?$CComObject@VCAssemblyReferenceDependentAssemblyEntry@@@Com@IsolationImplementation@@UAGKXZ
003A726D 003A7282 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCAssemblyReferenceDependentAssemblyEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCAssemblyReferenceDependentAssemblyEntry@@@Com@IsolationImplementation@@@Z
003A7282 003A72A9 ?Release@?$CComObject@VCDescriptionMetadataEntry@@@Com@IsolationImplementation@@UAGKXZ
003A72A9 003A72BE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDescriptionMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCDescriptionMetadataEntry@@@Com@IsolationImplementation@@@Z
003A72BE 003A72E5 ?Release@?$CComObject@VCDeploymentMetadataEntry@@@Com@IsolationImplementation@@UAGKXZ
003A72E5 003A72FA ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDeploymentMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCDeploymentMetadataEntry@@@Com@IsolationImplementation@@@Z
003A72FA 003A7321 ?Release@?$CComObject@VCDependentOSMetadataEntry@@@Com@IsolationImplementation@@UAGKXZ
003A7321 003A7336 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCDependentOSMetadataEntry@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCDependentOSMetadataEntry@@@Com@IsolationImplementation@@@Z
003A7336 003A7340 ?Release@?$CComObject@VCAssemblyRequestEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7340 003A734A ?Release@?$CComObject@VCProgIdRedirectionEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A734A 003A7354 ?Release@?$CComObject@VCEventTagEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7354 003A735E ?Release@?$CComObject@VCCategoryMembershipEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A735E 003A7368 ?Release@?$CComObject@VCEventEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7368 003A7372 ?Release@?$CComObject@VCHashElementEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7372 003A737C ?Release@?$CComObject@VCCounterSetEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A737C 003A7386 ?Release@?$CComObject@VCDirectoryEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7386 003A7390 ?Release@?$CComObject@VCDescriptionMetadataEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7390 003A739A ?Release@?$CComObject@VCRegistryKeyEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A739A 003A73A4 ?Release@?$CComObject@VCPermissionSetEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73A4 003A73AE ?Release@?$CComObject@VCAssemblyReferenceDependentAssemblyEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73AE 003A73B8 ?Release@?$CComObject@VCCounterEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73B8 003A73C2 ?Release@?$CComObject@VCEntryPointEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73C2 003A73CC ?Release@?$CComObject@VCDeploymentMetadataEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73CC 003A73D6 ?Release@?$CComObject@VCResourceTableMappingEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73D6 003A73E0 ?Release@?$CComObject@VCSubcategoryMembershipEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73E0 003A73EA ?Release@?$CComObject@VCWindowClassEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73EA 003A73F4 ?Release@?$CComObject@VCAssemblyReferenceEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73F4 003A73FE ?Release@?$CComObject@VCFileEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A73FE 003A7408 ?Release@?$CComObject@VCCOMServerEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7408 003A7412 ?Release@?$CComObject@VCCategoryMembershipDataEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7412 003A741C ?Release@?$CComObject@VCDependentOSMetadataEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A741C 003A7426 ?Release@?$CComObject@VCMetadataSectionEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7426 003A7430 ?Release@?$CComObject@VCFileAssociationEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7430 003A743A ?Release@?$CComObject@VCMuiResourceMapEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A743A 003A7444 ?Release@?$CComObject@VCEventMapEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A7444 003A744E ?Release@?$CComObject@VCCLRSurrogateEntry@@@Com@IsolationImplementation@@W3AGKXZ
003A744E 003A75E8 ?GetRootSectionEntry@CCMS@@UAGJKPAPAUISectionEntry@@@Z
003A75E8 003A778A ?get_MetadataSectionEntry@CCMS@@UAGJPAPAUISectionEntry@@@Z
003A778A 003A797E ?Lookup@CHashElementSection@@UAGJKPAPAUIUnknown@@@Z
003A797E 003A7BA3 ?Lookup@CFileSection@@UAGJPBGPAPAUIUnknown@@@Z
003A7BA3 003A7DC8 ?Lookup@CFileAssociationSection@@UAGJPBGPAPAUIUnknown@@@Z
003A7DC8 003A80A3 ?Lookup@CCategoryMembershipSection@@UAGJPAUIDefinitionIdentity@@PAPAUIUnknown@@@Z
003A80A3 003A82C8 ?Lookup@CSubcategoryMembershipSection@@UAGJPBGPAPAUIUnknown@@@Z
003A82C8 003A84BC ?Lookup@CCategoryMembershipDataSection@@UAGJKPAPAUIUnknown@@@Z
003A84BC 003A8714 ?Lookup@CCOMRedirectionSection@@UAGJPBU_GUID@@PAPAUIUnknown@@@Z
003A8714 003A8939 ?Lookup@CProgIdRedirectionSection@@UAGJPBGPAPAUIUnknown@@@Z
003A8939 003A8B91 ?Lookup@CCLRSurrogateSection@@UAGJPBU_GUID@@PAPAUIUnknown@@@Z
003A8B91 003A8E6C ?Lookup@CAssemblyReferenceSection@@UAGJPAUIReferenceIdentity@@PAPAUIUnknown@@@Z
003A8E6C 003A9091 ?Lookup@CWindowClassSection@@UAGJPBGPAPAUIUnknown@@@Z
003A9091 003A92B6 ?Lookup@CCultureSection@@UAGJPBGPAPAUIUnknown@@@Z
003A92B6 003A94DB ?Lookup@CEntryPointSection@@UAGJPBGPAPAUIUnknown@@@Z
003A94DB 003A9700 ?Lookup@CPermissionSetSection@@UAGJPBGPAPAUIUnknown@@@Z
003A9700 003A9925 ?Lookup@CAssemblyRequestSection@@UAGJPBGPAPAUIUnknown@@@Z
003A9925 003A9B19 ?Lookup@CEventSection@@UAGJKPAPAUIUnknown@@@Z
003A9B19 003A9D3E ?Lookup@CEventMapSection@@UAGJPBGPAPAUIUnknown@@@Z
003A9D3E 003A9F63 ?Lookup@CEventTagSection@@UAGJPBGPAPAUIUnknown@@@Z
003A9F63 003AA188 ?Lookup@CRegistryKeySection@@UAGJPBGPAPAUIUnknown@@@Z
003AA188 003AA3AD ?Lookup@CDirectorySection@@UAGJPBGPAPAUIUnknown@@@Z
003AA3AD 003AA605 ?Lookup@CCounterSetSection@@UAGJPBU_GUID@@PAPAUIUnknown@@@Z
003AA605 003AA85D ?Lookup@CCounterSection@@UAGJPBU_GUID@@PAPAUIUnknown@@@Z
003AA85D 003AA9BF ?get_MuiMapping@CFileEntry@@UAGJPAPAUIMuiResourceMapEntry@@@Z
003AA9BF 003AAB21 ?get_DependentAssembly@CAssemblyReferenceEntry@@UAGJPAPAUIAssemblyReferenceDependentAssemblyEntry@@@Z
003AAB21 003AACF3 ?GetField@CAssemblyReferenceEntry@@UAGJKPAUtagPROPVARIANT@@@Z
003AACF3 003AAE55 ?get_DescriptionData@CMetadataSectionEntry@@UAGJPAPAUIDescriptionMetadataEntry@@@Z
003AAE55 003AAFB7 ?get_DeploymentData@CMetadataSectionEntry@@UAGJPAPAUIDeploymentMetadataEntry@@@Z
003AAFB7 003AB119 ?get_DependentOSData@CMetadataSectionEntry@@UAGJPAPAUIDependentOSMetadataEntry@@@Z
003AB119 003AB5E8 ?GetField@CMetadataSectionEntry@@UAGJKPAUtagPROPVARIANT@@@Z
003AB5E8 003AB887 ?Next@CEnumHashElementSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AB887 003ABB4B ?Next@CEnumFileSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ABB4B 003ABE0F ?Next@CEnumFileAssociationSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ABE0F 003AC091 ?Next@CEnumCategoryMembershipSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AC091 003AC355 ?Next@CEnumSubcategoryMembershipSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AC355 003AC5F4 ?Next@CEnumCategoryMembershipDataSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AC5F4 003AC8FF ?Next@CEnumCOMRedirectionSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AC8FF 003ACBC3 ?Next@CEnumProgIdRedirectionSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ACBC3 003ACECE ?Next@CEnumCLRSurrogateSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ACECE 003AD150 ?Next@CEnumAssemblyReferenceSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AD150 003AD414 ?Next@CEnumWindowClassSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AD414 003AD6D8 ?Next@CEnumCultureSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AD6D8 003AD99C ?Next@CEnumEntryPointSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AD99C 003ADC60 ?Next@CEnumPermissionSetSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ADC60 003ADF24 ?Next@CEnumAssemblyRequestSection@@UAGJKPAPAUIUnknown@@PAK@Z
003ADF24 003AE1C3 ?Next@CEnumEventSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AE1C3 003AE487 ?Next@CEnumEventMapSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AE487 003AE74B ?Next@CEnumEventTagSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AE74B 003AEA0F ?Next@CEnumRegistryKeySection@@UAGJKPAPAUIUnknown@@PAK@Z
003AEA0F 003AECD3 ?Next@CEnumDirectorySection@@UAGJKPAPAUIUnknown@@PAK@Z
003AECD3 003AEFDE ?Next@CEnumCounterSetSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AEFDE 003AF2E9 ?Next@CEnumCounterSection@@UAGJKPAPAUIUnknown@@PAK@Z
003AF2E9 003AF310 ?Release@?$CComObject@VCHashElementSection@@@Com@IsolationImplementation@@UAGKXZ
003AF310 003AF325 ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@V?$CComObject@VCHashElementSection@@@Com@IsolationImplementation@@@Nt@BCL@@@BCL@@SGXPAV?$CComObject@VCHashElementSection@@@Com@IsolationImplementation@@@Z
