0000A066 0000A092 _CcCopyReadExceptionFilter@8
00173084 001730C2 _KiFindFirstSetRightBit@8
001730C8 00173108 _KiFindFirstSetLeftBit@8
0017310E 0017315F _KiLockStepExecution@4
00173164 001732E3 _KiRemoveRange@24
001732E8 00173317 _KiMaskToLength@8
0017331C 00173353 _KiLengthToMask@8
00173358 0017347A _KiLoadMTRR@4
00173480 0017349F _KiLoadMTRRTarget@16
001734A4 00173B4F _KiCompleteEffectiveRangeChange@4
00173B54 00173C89 _Ke386ConfigureCyrixProcessor@0
00173C8E 00173D09 _KiAmdK6FindFreeRegion@4
00173D0E 00173DF0 _KiAmdK6MtrrCommitChanges@0
00173DF6 00173E28 _KiAmdK6AddRegion@16
00173E2E 00173E76 _KiAmdK6MTRRAddRegionFromHW@4
00173E7C 00173F6B _KiAmdK6HandleWcRegionRequest@8
00173F70 00173FEB _KiAmdK6MtrrSetMemoryType@12
00173FF0 0017416B _MmMarkPhysicalMemoryAsGood@8
00174170 00174231 _MmGetPhysicalMemoryRanges@0
00174236 0017443C _MiRemovePhysicalPages@8
00174442 00174982 _MmAddPhysicalMemoryEx@12
00174988 001750EB _MiRemovePhysicalMemory@16
001750F0 00175106 _MmAddPhysicalMemory@8
0017510C 001757AA _MiSessionInitializeWorkingSetList@0
001757B0 00175A80 _MmAdjustWorkingSetSizeEx@24
00175A86 00175AA6 _MmAdjustWorkingSetSize@16
00175AAC 00175AE9 _MmReleaseDumpAddresses@4
00175AEE 00175C12 _MmGatherMemoryForHibernate@8
00175C18 00175C5A _MmReturnMemoryForHibernate@4
00175C60 00175C68 _MmEnablePAT@0
00175C6E 00175D2E _MmUnlockPagedPool@8
00175D34 00175DCA _MiPhysicalViewInserter@8
00175DD0 00175E28 _MiPhysicalViewAdjuster@12
00175E2E 001760A5 _MiUnmapLockedPagesInUserSpace@8
001760AA 0017686E _MmAllocatePagesForMdl@28
00176874 0017698E _MmFreePagesFromMdl@4
00176994 00176B72 _MmMapUserAddressesToPage@12
00176B78 00176EAF _MiResetVirtualMemory@16
00176EB4 00176FF6 _MiCreatePageTablesForPhysicalRange@12
00176FFC 00177164 _MiDeletePageTablesForPhysicalRange@8
0017716A 001771B6 _MiFlushAllPages@0
001771BC 0017733D _MiModifiedPageWriter@4
00177342 00177470 _MiFreeInitializationCode@8
00177476 001774DC _MiInsertPhysicalViewAndRefControlArea@12
001774E2 001776C6 _MiReleaseAllMemory@0
001776CC 00177D52 _MiShutdownSystem@0
00177D58 00177DD7 _MmShutdownSystem@4
00177DDC 00178255 _MiDereferenceSessionFinal@0
0017825A 00178987 _MiSessionCreateInternal@4
0017898C 00178CFA _MmSnapShotPool@20
00178D00 001790EA _MiFindContiguousMemoryInPool@20
001790F0 001794B6 _MiFindContiguousMemory@24
001794BC 0017996A _MmCreateMirror@0
00179970 001799E9 _PopSystemIrpDispatchWorker@4
001799EE 00179B7F _PopGracefulShutdown@4
00179B86 00179BD5 _PopReturnMemoryForHibernate@12
00179BDA 00179C0C _PopDiscardRange@16
00179C12 00179CBB _PopCloneRange@16
00179CC0 00179D56 _PopCreateDumpMdl@12
00179D7E 00179E25 _PopHiberComplete@8
00179F5C 0017A0F9 _PopDumpStatistics@4
0017A10E 0017A16D _PopUpdateHiberComplete@8
0017A172 0017A1B8 _PopIORegionMove@12
0017A1BE 0017A308 _PopIOResume@8
0017A30E 0017A404 _PopIOWrite@16
0017A40A 0017A8FF _PopWriteHiberPages@20
0017A904 0017A9FB _PopFreeHiberContext@4
0017AA00 0017AAEB _PopGatherMemoryForHibernate@16
0017AAF0 0017AB25 _PopPreserveRange@16
0017AB2A 0017ABF6 _PopAllocatePages@8
0017ABFC 0017AC29 _PopIOCallback@8
0017AC2E 0017AD2C _PoSetHiberRange@20
0017AD32 0017ADB8 _PopCloneStack@4
0017ADBE 0017B000 _PopBuildMemoryImageHeader@8
0017B00E 0017B373 _PopAddPagesToCompressedPageSet@24
0017B378 0017B3C1 _PopAllocateOwnMemory@12
0017B3C6 0017B42D _PopEndCompressedPageSet@12
0017B4DE 0017BA1F _PopWriteHiberImage@12
0017BA24 0017BC7B _PopSaveHiberContext@4
0017BCD6 0017BD2F _PopSystemStateString@4
0017BD34 0017BE11 _PoRunDownDeviceObject@4
0017BE18 0017C530 _NtSetSystemPowerState@12
0017C536 0017C552 _PopCleanupDevState@0
0017C558 0017C57A _PopResetChildCount@4
0017C580 0017C5DA _PopSetupListForWake@8
0017C5E0 0017C62C _PopCheckSystemPowerIrpStatus@12
0017C632 0017C685 _PopRestartSetSystemState@0
0017C6E2 0017C78C _PopDumpSystemIrp@8
0017C792 0017C7BC _PopWakeSystemTimeout@16
0017C7CE 0017C8C6 _PopReportDevState@4
0017C8EA 0017CCAA _PopWaitForSystemPowerIrp@8
0017CCB0 0017CE48 _PopCompleteSystemPowerIrp@12
0017CE4E 0017D001 _PopNotifyDevice@8
0017D006 0017D0F2 _PopSleepDeviceList@8
0017D0F8 0017D1E5 _PopWakeDeviceList@8
0017D21E 0017D577 _PopSetDevicesSystemState@4
0017D5BE 0017D67F _PopShutdownHandler@20
0017D686 0017D783 _PopHandleNextState@8
0017D788 0017D7B5 _PopInvokeStateHandlerTargetProcessor@16
0017D7BA 0017D7F1 _PopIssueNextState@12
0017D7F6 0017DC4D _PopInvokeSystemStateHandler@8
0017DC52 0017DCBD _PopShutdownSystem@4
0017DCD6 0017DD40 _PopSleepSystem@8
0017DD46 0017DE91 _PspQueryWorkingSetWatch@24
0017DE96 0017DEDC _RtlGetCompressionWorkSpaceSize@12
0017DEE2 0017DF37 _RtlCompressBuffer@32
0017EC40 0017EE82 _XpressEncode@32
0017EE90 0017EF46 _XpressEncodeCreate@16
0017EF4C 0017EF8A _RtlCompressWorkSpaceSizeLZNT1@12
0017EF90 0017F22C _LZNT1CompressChunk@28
0017F232 0017F343 _LZNT1FindMatchStandard@8
0017F348 0017F3FA _RtlCompressBufferLZNT1@32
0017F400 0017F501 _ExQuerySystemLockInformation@12
0017F506 0017F70D _ExpGetProcessorPowerInformation@12
0017F712 0017F8BF _ExpGetProcessorIdleInformation@12
0017F8C4 0017F944 _ExpGetLockInformation@12
0017F94A 0017F9CD _ExpGetPoolInformation@16
0017F9D2 0017FA7D _ExUpdateSystemTimeFromCmos@8
0017FA82 0017FC1A _ExpTimeRefreshWork@4
0017FC20 0017FCAF _ExpSetSystemTime@20
0017FCB4 0017FCE9 _ExpSetSwappingKernelApc@20
0017FCEE 0017FD41 _ExpCheckQueueShutdown@8
0017FD46 0017FDD8 _ExpShutdownWorker@4
0017FDDE 0017FE4F _ExpShutdownWorkerThreads@0
0017FED0 001803F6 _ExpSystemErrorHandler@20
001803FC 001804F1 _ExGetNextWakeTime@12
001804F6 00180510 _PpShutdownSystem@12
00181006 0018102A _IovpValidateDeviceObject@4
00181030 00181082 _IovFreeIrpPrivate@4
00181088 00181174 @IovCallDriver@8
0018117A 001811D6 _IovBuildAsynchronousFsdRequest@24
001811DC 00181241 _IovBuildDeviceIoControlRequest@36
00181248 00181276 _IovInitializeTimer@12
0018127C 001813C5 _IovpLocalCompletionRoutine@12
001813CA 001813EE _IovInitializeIrp@12
001813F4 0018140C _IovAttachDeviceToDeviceStack@8
00181412 0018143B _IovDeleteDevice@4
00181440 00181458 _IovDetachDevice@4
0018145E 00181478 _IovCancelIrp@8
0018147E 001814D7 _IovpBuildDriverObjectList@20
001814DC 00181589 _IovpUnloadDriver@4
0018158E 00181599 _IovFreeIrp@4
0018159E 001816C2 _IovAllocateIrp@8
001816C8 00181718 _IovpCompleteRequest@12
0018171E 0018185C @IovCompleteRequest@8
00181862 00181957 _IovUnloadDrivers@0
0018195C 00181964 @PpvUtilInit@0
0018196A 0018198F @PpvUtilGetDevnodeRemovalOption@4
00181994 001819B5 @PpvUtilIsHardwareBeingVerified@4
001819BA 00181A00 _ViFaultTracesLog@0
00181A06 00181AC5 _ViCheckMdlPages@8
00181ACC 00181B99 _VerifierMapLockedPages@8
00181B9E 00181BF1 _VerifierUnlockPages@4
00181BF6 00181C41 _VerifierUnmapLockedPages@8
00181C46 00181C71 _VerifierUnmapIoSpace@8
00181C76 00181D25 _ViInjectResourceFailure@0
00181D2A 00181E8C _ViReservePoolAllocation@4
00181E92 00181ECA _ViInsertPoolAllocation@20
00181ED0 00181FF2 _ViReleasePoolAllocation@16
00181FF8 00182020 _ViCancelPoolAllocation@4
00182026 00182131 _ViFreeTrackedPool@16
00182138 0018215A _VerifierFreePoolWithTag@8
00182160 0018218D _VerifierSetEvent@12
00182192 001821F3 _VerifierExAcquireResourceExclusiveLite@8
001821F8 00182259 @VerifierExReleaseResourceLite@4
0018225E 001822E7 _ViTrimAllSystemPagableMemory@0
001822EC 00182335 @VerifierKeAcquireSpinLockAtDpcLevel@4
0018233A 0018237A @VerifierKeReleaseSpinLockFromDpcLevel@4
00182380 001823CE @VerifierExTryToAcquireFastMutex@4
001823D4 00182418 @VerifierExAcquireFastMutex@4
0018241E 00182498 @VerifierExAcquireFastMutexUnsafe@4
0018249E 0018250A @VerifierExReleaseFastMutex@4
00182510 00182587 @VerifierExReleaseFastMutexUnsafe@4
0018258C 001825AA _VerifierKeInitializeTimerEx@8
001825B0 001825C3 _VerifierKeInitializeTimer@4
001825C8 0018264F _VerifierKeWaitForSingleObject@20
00182654 00182673 _VerifierKeReleaseMutex@8
00182678 0018269B _VerifierKeInitializeMutex@8
001826A0 001826BF _VerifierKeReleaseMutant@16
001826C4 00182704 _VerifierKeInitializeMutant@8
0018270A 0018272A _VerifierKeInitializeSpinLock@4
00182730 001827A3 _VerifierReferenceObjectByHandle@24
001827A8 0018281D _ViInitializeEntry@8
00182822 00182860 _ViInsertVerifierEntry@4
00182866 001828B6 _ViLocateVerifierEntry@4
001828BC 001829F0 _MiVerifyingDriverUnloading@4
001829F6 00182A6B _ViTrackIrqlLog@8
00182A70 00182B97 _VerifierProbeAndLockPages@12
00182B9E 00182BDD _VerifierProbeAndLockProcessPages@16
00182BE2 00182CE4 _VerifierMapIoSpace@16
00182CEA 00182DD9 _VerifierMapLockedPagesSpecifyCache@24
00182DDE 00182FC2 _ViPostPoolAllocation@20
00182FC8 00183144 _VeAllocatePoolWithTagPriority@20
0018314A 0018316D _VerifierFreePool@4
00183172 001831E9 _KfSanityCheckRaiseIrql@4
001831EE 00183265 _KfSanityCheckLowerIrql@4
0018326A 001832DA _VerifierKeAcquireSpinLock@8
001832E0 0018335A _VerifierKeReleaseSpinLock@8
00183360 001833CA @VerifierKfAcquireSpinLock@4
001833D0 00183448 @VerifierKfReleaseSpinLock@8
0018344E 00183491 @VerifierKeAcquireQueuedSpinLock@4
00183496 001834E3 @VerifierKeReleaseQueuedSpinLock@8
001834E8 00183537 @VerifierKfRaiseIrql@4
0018353C 00183579 _VerifierKeRaiseIrqlToDpcLevel@0
0018357E 0018359D @VerifierKfLowerIrql@4
001835A2 001835FA _VerifierKeRaiseIrql@8
00183600 00183626 _VerifierKeLowerIrql@4
0018362C 0018367A _VerifierSynchronizeExecution@12
00183680 001836E5 _VerifierAllocatePool@8
001836EA 0018374A _VerifierAllocatePoolWithTag@12
00183750 001837DA _VerifierAllocatePoolWithQuotaTag@12
001837E0 00183844 _VerifierAllocatePoolWithTagPriority@16
0018384A 00183916 _MmIsSystemAddressLocked@4
0018391C 001839A9 _MmAreMdlPagesLocked@4
001839AE 00183B7E _MmTrimProcessMemory@4
00183B84 00183D33 _MmTrimSessionMemory@4
00183D38 00183DCC _ViDdiThrowException@28
00183DD2 00183DDC _ViRefreshCallback@16
00183DE2 00183EF2 _VfInitializeTimerInformation@0
00183EF8 00183EFD _ViRdtscX86@0
00183F02 00183F38 _ViFindMappedRegisterInFile@12
00183F3E 00183FB8 _VfInjectDmaFailure@0
00183FBE 00184005 _ViTagBuffer@12
0018400A 001840AB _ViInitializePadding@16
001840B0 0018410B _ViHasBufferBeenTouched@12
00184168 00184206 _VfAssert@12
0018420C 001842D3 _ViAllocateContiguousMemory@4
001844AA 00184851 _VfQueryPerformanceCounter@4
00184950 00184A47 _ViGetAdapterInformation@4
00184B26 00184BED _ViGetRealDmaOperation@8
00184FBC 00185240 _VfPutDmaAdapter@4
00185246 00185268 _VfGetDmaAlignment@4
0018526E 00185287 _VfReadDmaCounter@4
001852F2 001853FB _ViSpecialAllocateCommonBuffer@24
0018545E 0018564F _ViAllocateMapRegisterFile@8
00185654 00185684 _VfHalDeleteDevice@4
0018568A 001856CA _VfScatterGatherCallback@16
00185898 00185A3E _ViCheckTag@16
00185D04 00185F05 _ViCheckPadding@16
00185F0A 00185FA0 _VfAllocateCrashDumpRegisters@8
00185FA6 001860B3 _ViHookDmaAdapter@12
001860B8 0018616C _VfGetDmaAdapter@12
00186172 001861FF _VfAllocateCommonBuffer@16
001862E6 001863FD _VfLegacyGetAdapter@8
00186420 001864D4 _ViSpecialFreeCommonBuffer@16
00186648 0018681A _ViFreeMapRegisterFile@8
00186820 001868BE _ViFreeMapRegistersToFile@12
001868C4 0018694E _ViCheckAdapterBuffers@4
00186954 001869B3 _VfFreeCommonBuffer@24
001869B8 00186A18 _VfFreeAdapterChannel@4
00186A1E 00186A93 _VfFreeMapRegisters@12
00186AFA 00186BC8 _VfAdapterCallback@16
00186F7E 00187351 _ViMapDoubleBuffer@20
00187664 00187892 _ViFlushDoubleBuffer@20
00187898 00187959 _VfAllocateAdapterChannel@20
00187A68 00187BCA _VfFlushAdapterBuffers@24
00187BD0 00187C8D _VfMapTransfer@24
00187CCA 00187EB0 _VfGetScatterGatherList@32
00187ECC 00187FB9 _VfPutScatterGatherList@12
00187FF6 0018816E _VfBuildScatterGatherList@40
00188174 00188182 @VfIrpPrepareAllocaCallStackData@4
00188188 0018819E @VfIrpReleaseCallStackData@4
001881A4 001881C4 @VfIrpAllocate@4
001881CA 001881D7 @VfIrpMakeUntouchable@4
001881DC 001881E5 @VfIrpMakeTouchable@4
001881EA 001881F7 @VfIrpFree@4
001881FC 00188262 @VerifierIoAllocateIrp2@4
00188268 00188399 @VerifierIoFreeIrp@8
0018839E 00188424 @VerifierIoInitializeIrp@16
0018842A 00188444 _ViIrpSynchronousCompletionRoutine@12
0018844A 00188474 @VfIrpWatermark@8
0018847A 001884B4 @VfIrpReserveCallStackData@8
001884BA 0018858E @ViIrpAllocateLockedPacket@12
00188594 0018860C @VerifierIoAllocateIrp1@12
00188612 00188705 _VfIrpSendSynchronousIrp@28
0018870A 0018872E _ViDeadlockDetectionLock@4
00188734 00188752 _ViDeadlockDetectionUnlock@4
00188758 00188775 _ViDeadlockDetectionIsLockedAlready@0
0018877A 00188796 _ViDeadlockDatabaseHash@8
0018879C 0018885A _ViDeadlockCertify@0
00188860 00188888 _ViDeadlockSimilarNode@12
0018888E 001888BF _ViDeadlockSearchThread@4
001888C4 00188905 _ViDeadlockAddThread@8
0018890A 00188930 _ViDeadlockAllocateFromPoolCache@16
00188936 0018895B _ViDeadlockFreeIntoPoolCache@16
00188960 00188A7E _ViDeadlockAllocate@4
00188A84 00188AFE _ViDeadlockFree@8
00188B04 00188B64 _ViDeadlockTrimPoolCache@0
00188B6A 00188CC6 _ViDeadlockTrimPoolCacheWorker@4
00188CF6 00188D4D _ViDeadlockReportIssue@16
00188D54 00188D8B _ViDeadlockAddParticipant@4
00188D90 00188E47 _ViDeadlockDeleteNode@8
00188E4C 00188E74 _ViDeadlockSimilarNodes@8
00188E7A 00188F29 _ViDeadlockMergeNodes@8
00188F2E 00188FA8 _VfDeadlockBeforeCallDriver@8
00188FAE 00188FF7 _VfDeadlockAfterCallDriver@12
00188FFC 00189036 _ViIsThreadInsidePagingCodePaths@0
0018903C 001890AC _ViDeadlockCheckStackLimits@0
001890B2 00189368 _VfDeadlockDetectionInitialize@8
0018936E 001893DB _ViDeadlockCanProceed@12
00189570 00189724 _ViDeadlockAnalyze@16
0018972A 0018976F _ViDeadlockDeleteThread@8
00189774 001897CF _ViDeadlockDeleteResource@8
001897D4 00189897 _ViDeadlockForgetResourceHistory@12
0018989C 001898EA _ViDeadlockCheckDuplicatesAmongChildren@8
001898F0 00189946 _ViDeadlockCheckDuplicatesAmongRoots@4
0018994C 00189A3B _VfDeadlockDeleteMemoryRange@8
00189A40 00189A6F _ViDeadlockTrimResources@4
00189A74 00189A7F _VerifierDeadlockFreePool@8
00189A84 00189AC2 _ViDeadlockSearchResource@4
00189AC8 00189B97 _ViDeadlockAddResource@16
00189B9C 00189F0C _VfDeadlockAcquireResource@20
00189FB0 0018A167 _VfDeadlockReleaseResource@16
0018A16C 0018A1B9 _VfDeadlockInitializeResource@16
0018A1BE 0018A21A @VfStackSeedStack@4
0018A220 0018A233 _VerifierIoAttachDeviceToDeviceStack@8
0018A238 0018A290 _VerifierIoDetachDevice@4
0018A296 0018A324 _VerifierIoDeleteDevice@4
0018A32A 0018A361 _VfDevObjPreAddDevice@16
0018A366 0018A575 _VfDevObjPostAddDevice@20
0018A57A 0018A59B _VfDevObjAdjustFdoForVerifierFilters@4
0018A5A0 0018A5A6 _VfVerifierRunningMode@0
0018A5AC 0018A61A @VfMajorRegisterHandlers@48
0018A620 0018A651 @VfMajorDumpIrpStack@4
0018A656 0018A6BB @VfMajorVerifyNewRequest@24
0018A6C0 0018A72B @VfMajorVerifyIrpStackDownward@24
0018A730 0018A795 @VfMajorVerifyIrpStackUpward@20
0018A79A 0018A7E3 @VfMajorIsSystemRestrictedIrp@4
0018A7E8 0018A846 @VfMajorAdvanceIrpStatus@12
0018A84C 0018A89A @VfMajorIsValidIrpStatus@8
0018A8A0 0018A8F2 @VfMajorIsNewRequest@8
0018A8F8 0018A957 @VfMajorVerifyNewIrp@20
0018A95C 0018A9A4 @VfMajorVerifyFinalIrpStack@8
0018A9AA 0018A9F4 @VfMajorTestStartedPdoStack@4
0018A9FA 0018AB64 _ViBucheckProcessParams@24
0018AB70 0018AC8D @ViBugcheckProcessMessageText@12
0018AC92 0018AD07 @ViBugcheckApplyControl@4
0018AD48 0018AE16 @ViBugcheckHalt@4
0018AF82 0018B212 @ViBugcheckPrintBuffer@4
0018B218 0018B242 @ViBugcheckPrintParamData@4
0018B2A2 0018B2C1 @ViBugcheckPrintUrl@4
0018B3C6 0018B4CA @ViBugcheckPrompt@8
0018B4D0 0018B59C _VfBugcheckThrowException@16
0018B5A2 0018B664 _VfBugcheckThrowIoException
0018B66A 0018B6A8 _VerifierNtCreateFile@44
0018B6AE 0018B6EC _VerifierNtWriteFile@36
0018B6F2 0018B730 _VerifierNtReadFile@36
0018B736 0018B73A @VfSettingsGetSnapshotSize@0
0018B740 0018B771 @VfSettingsIsOptionEnabled@8
0018B776 0018B7C1 @VfSettingsSetOption@12
0018B7C6 0018B7F9 @VfSettingsGetValue@12
0018B7FE 0018B921 @VfSettingsInit@4
0018B926 0018B93A @VfSettingsCreateSnapshot@4
0018B940 0018B945 @VfPacketFindAndLock@4
0018B94A 0018B94F @VfPacketAcquireLock@4
0018B954 0018B959 @VfPacketReleaseLock@4
0018B95E 0018B963 @VfPacketReference@8
0018B968 0018B96D @VfPacketDereference@8
0018B972 0018B997 _VfpPacketNotificationCallback@12
0018B99C 0018B9A6 @VfPacketGetCurrentSessionData@4
0018B9AC 0018B9AF @VfPacketLogEntry@16
0018B9B4 0018BA3D @VfPacketCreateAndLock@4
0018BA42 0018BA43 _VfDriverInit@0
0018BA48 0018BA50 _ViDriverAddDevice@8
0018BA56 0018BA84 _ViDriverStartCompletionRoutine@12
0018BA8A 0018BAB8 _ViDriverDeviceUsageNotificationCompletionRoutine@12
0018BABE 0018BAF8 _ViDriverDispatchPower@8
0018BAFE 0018BB2F _ViDriverDispatchGeneric@8
0018BB34 0018BC12 _ViDriverDispatchPnp@8
0018BC18 0018BC34 _VfDriverIsVerifierFilterObject@4
0018BC3A 0018BC7B _ViDriverEntry@8
0018BC80 0018BD6E _VfDriverAttachFilter@8
0018BD9A 0018BDD4 @VfGenericDumpIrpStack@4
0018BDDA 0018BE33 @VfGenericVerifyNewRequest@24
0018BE38 0018BFC6 @VfGenericVerifyIrpStackDownward@28
0018BFCC 0018C0D8 @VfGenericVerifyIrpStackUpward@24
0018C0DE 0018C145 @VfGenericIsValidIrpStatus@8
0018C14A 0018C162 @VfGenericIsNewRequest@8
0018C168 0018C1D4 @VfGenericVerifyNewIrp@20
0018C1DA 0018C219 @VfWmiVerifyNewRequest@24
0018C21E 0018C290 @VfWmiVerifyIrpStackDownward@28
0018C296 0018C2F2 @VfWmiVerifyIrpStackUpward@24
0018C328 0018C363 @VfWmiDumpIrpStack@4
0018C368 0018C3C1 @VfWmiTestStartedPdoStack@4
0018C3C6 0018C405 @VfPowerVerifyNewRequest@24
0018C40A 0018C4F3 @VfPowerVerifyIrpStackDownward@28
0018C4F8 0018C5E1 @VfPowerVerifyIrpStackUpward@24
0018C61C 0018C6BC @VfPowerDumpIrpStack@4
0018C6C2 0018C6D3 @VfPowerIsSystemRestrictedIrp@4
0018C6D8 0018C72D @VfPowerTestStartedPdoStack@4
0018C732 0018C89A @VfPnpVerifyNewRequest@24
0018CAAA 0018CC42 @VfPnpDumpIrpStack@4
0018CC48 0018CC90 @VfPnpIsSystemRestrictedIrp@4
0018CCC2 0018CCEC @VfPnpAdvanceIrpStatus@12
0018CCF2 0018CE6F @VfPnpTestStartedPdoStack@4
0018CE74 0018CFD9 @VfPnpVerifyIrpStackDownward@28
0018CFDE 0018D2B5 @VfPnpVerifyIrpStackUpward@24
0018D2BA 0018D2E8 @ViIrpDatabaseFindPointer@8
0018D2EE 0018D316 @VfIrpDatabaseEntryAcquireLock@4
0018D31C 0018D333 @VfIrpDatabaseEntryReference@8
0018D338 0018D379 @VfIrpDatabaseEntryDereference@8
0018D37E 0018D3A5 @VfIrpDatabaseEntryAppendToChain@8
0018D3AA 0018D3C2 @VfIrpDatabaseEntryRemoveFromChain@4
0018D3C8 0018D3D7 @VfIrpDatabaseEntryGetChainPrevious@4
0018D3DC 0018D3EE @VfIrpDatabaseEntryGetChainNext@4
0018D3F4 0018D4C0 @VfIrpDatabaseEntryReleaseLock@4
0018D4C6 0018D540 @VfIrpDatabaseEntryFindAndLock@4
0018D546 0018D609 @VfIrpDatabaseEntryInsertAndLock@12
0018D60E 0018D63E @VfRandomGetNumber@8
0018D644 0018D67A _VfMessageRetrieveInternalTable@8
0018D680 0018D737 _VfMessageRetrieveErrorData@28
0018D778 0018D7B6 _VfPrintDumpIrpStack@4
0018D7D2 0018D853 _VfPrintDumpIrp@4
0018D858 0018D8E1 _VfUtilIsMemoryRangeReadable@12
0018D8E6 0018D947 _ExAllocatePoolSanityChecks@8
0018D94C 0018DAC7 _ExFreePoolSanityChecks@4
0018DACE 0018DB2C @IovpPacketFromIrp@8
0018DB32 0018DB89 @IovpCheckIrpForCriticalTracking@4
0018DB8E 0018DF15 @IovpCallDriver2@12
0018DF1A 0018DFA9 @IovpCompleteRequest4@12
0018DFAE 0018DFF8 @IovpCompleteRequest5@8
0018DFFE 0018E109 _IovpAdvanceStackDownwards@32
0018E10E 0018E129 _IovpInternalCompletionTrap@12
0018E12E 0018E1A9 _IovpInternalCompleteAfterWait@4
0018E1AE 0018E27E _IovpSwapSurrogateIrp@12
0018E284 0018E32D @IovpCancelIrp@12
0018E332 0018E3BB @IovpExamineDevObjForwarding@12
0018E3C0 0018E3E3 _IovpBuildIrpSnapshot@8
0018E3E8 0018E546 @IovpCompleteRequest1@12
0018E54C 0018E7CA @IovpCompleteRequest2@8
0018E7D0 0018EA11 _IovpExamineIrpStackForwarding@36
0018EA16 0018EA27 _IovpInternalCompleteAtDPC@16
0018EA2C 0018EBEA _IovpInternalDeferredCompletion@12
0018EBF0 0018F008 @IovpCallDriver1@12
0018F00E 0018F126 @IovpCompleteRequest3@12
0018F12C 0018F134 @IovUtilInit@0
0018F13A 0018F173 @IovUtilGetLowerDeviceObject@8
0018F178 0018F1BA @IovUtilGetBottomDeviceObject@8
0018F1C0 0018F1F3 @IovUtilGetUpperDeviceObject@8
0018F1F8 0018F297 @IovUtilIsVerifiedDeviceStack@4
0018F29C 0018F2F0 @IovUtilFlushStackCache@8
0018F2F6 0018F335 _IovUtilIsPdo@4
0018F33A 0018F373 _IovUtilIsWdmStack@4
0018F378 0018F38B @IovUtilHasDispatchHandler@8
0018F390 0018F3D2 @IovUtilIsDeviceObjectMarked@8
0018F3D8 0018F41D @IovUtilIsInFdoStack@4
0018F422 0018F42A @IovUtilIsRawPdo@4
0018F430 0018F438 @IovUtilIsDesignatedFdo@4
0018F43E 0018F44D @IovpSessionDataAdvance@16
0018F452 0018F46B @IovpSessionDataReference@4
0018F470 0018F47E @IovpSessionDataClose@4
0018F484 0018F4EE _IovpSessionDataDeterminePolicy@16
0018F4F4 0018F5C1 @IovpSessionDataBufferIO@8
0018F5C6 0018F63A @IovpSessionDataUnbufferIO@8
0018F640 0018F671 @IovpSessionDataDereference@4
0018F676 0018F807 @IovpSessionDataAttachSurrogate@8
0018F80C 0018F8C0 @IovpSessionDataFinalizeSurrogate@12
0018F8C6 0018FA11 @IovpSessionDataCreate@12
0018FA16 0018FA8E _KevUtilAddressToFileHeader@16
0018FA94 0018FA9A _ObvUtilStartObRefMonitoring@4
0018FAA0 0018FAA6 _ObvUtilStopObRefMonitoring@8
00190006 00190030 _IoPerfReset@0
00190036 001900FE @IoPerfCallDriver@8
00190104 0019012E _IoPerfInit@0
00190134 001901BB _WmiSetMark@8
001901C0 00190240 @WmiTraceUserMessage@8
00190246 00190270 @WmipNotifyLogger@4
00190276 001902CA _WmipTraceNetwork@16
001902D0 001903A2 @WmiTraceContextSwap@8
001903A8 001903C2 @WmipIsLoggerOn@4
001903C8 0019045C @WmipTracePageFault@12
00190462 0019061D _WmipTraceIo@12
00190622 001906CC _WmipAllocateFreeBuffers@8
001906D2 00190720 @WmipReleaseTraceBuffer@8
00190726 00190742 @WmiReleaseKernelBuffer@4
00190748 00190762 @WmipResetBufferHeader@8
00190768 0019079E @WmipPushDirtyBuffer@8
001907A4 00190828 @WmipPopFreeContextSwapBuffer@4
0019082E 0019085D @WmipPushDirtyContextSwapBuffer@8
00190862 00190915 _WmipGetFreeBuffer@4
0019091A 00190A06 @WmipReserveTraceBuffer@12
00190A0C 00190D43 _WmipFlushBuffer@8
00190D48 00190DE1 @WmiReserveWithSystemHeader@16
00190DE6 00190E61 @WmiReserveWithPerfHeader@8
00190E66 00190EB7 _PerfInfoReserveBytes@12
00190EBC 00190F02 _PerfInfoLogBytes@12
00190F08 00190F42 _PerfInfoLogVirtualFree@16
00190F48 00190F82 _PerfInfoLogVirtualAlloc@16
00190F88 0019105B _PerfInfoLogBytesAndUnicodeString@16
00191060 001910A5 _PerfInfoLogFileName@8
001910AA 001910E2 _PerfInfoCalcHashValue@8
001910E8 0019114B _PerfInfoAddToFileHash@8
00191150 00191274 _PerfInfoFileNameRunDown@0
0019127A 0019140D _PerfInfoProcessRunDown@0
00191412 00191503 _PerfInfoSysModuleRunDown@0
00191508 00191610 @PerfProfileInterrupt@8
00191616 0019168D _CcPerfFileRunDown@4
00191692 001916BC _ObPerfDumpHandleEntry@12
001916C2 001916FF _ObPerfHandleTableWalk@8
00192006 00192080 _KdEnterDebugger@8
00192086 00192105 _KdExitDebugger@4
0019210A 0019213F _KdpTimeSlipDpcRoutine@16
00192144 001921AA _KdpTimeSlipWork@4
001921B0 00192204 _InternalBreakpointCheck@16
0019220A 00192320 _KdSetInternalBreakpoint@4
00192326 001923BA _KdGetTraceInformation@12
001923C0 00192477 _KdGetInternalBreakpoint@4
0019247C 001924E2 _KdpReadVirtualMemory@12
001924E8 00192533 _KdpWriteVirtualMemory@12
00192538 001925BF _KdpGetContext@12
001925C4 00192648 _KdpSetContext@12
